OrderID,Week,Order_Date,Customer_Name,Customer_Age,Country,City,Product,Units_Sold,Price_INR,Marketing_Spend_INR,Discount_Percentage,Payment_Method,Shipping_Status,Delivery_Time_Days,Revenue_INR,Discount_Amount_INR,Final_Amount_INR
528,4,2023-01-22 23:00:00,Haruto Tanaka,24,India,Kolkata,Keyboard,42,52586,2524,0,Cash on Delivery,Pending,9,2208612,0.0,2208612.0
529,4,2023-01-23 00:00:00,Emily Johnson,38,UK,Dubai,Keyboard,7,20252,17213,20,Net Banking,Shipped,3,141764,28353.0,113411.0
530,6,2023-01-23 01:00:00,Suresh Kumar,59,Germany,Mumbai,Keyboard,40,11707,2986,6,UPI,Pending,14,468280,28097.0,440183.0
531,19,2023-01-23 02:00:00,Sophia Davis,43,UAE,Paris,Wireless Mouse,28,35206,1655,19,Net Banking,Pending,8,985768,187296.0,798472.0
532,12,2023-01-23 03:00:00,Liam Walker,31,Germany,Hyderabad,Smartphone,32,4543,10582,7,Debit Card,Pending,6,145376,10176.0,135200.0
533,7,2023-01-23 04:00:00,Rahul Sharma,54,Canada,Dubai,Tablet,35,45135,4977,9,Debit Card,Returned,4,1579725,142175.0,1437550.0
534,10,2023-01-23 05:00:00,Yuki Nakamura,38,USA,Hyderabad,Keyboard,15,36031,19069,4,Debit Card,Delivered,12,540465,21619.0,518846.0
535,19,2023-01-23 06:00:00,Liam Walker,35,Germany,Dubai,Wireless Mouse,48,43929,7586,8,Debit Card,Shipped,12,2108592,168687.0,1939905.0
536,7,2023-01-23 07:00:00,Diya Iyer,22,Germany,Mumbai,Smartwatch,36,66747,2817,24,Credit Card,Pending,9,2402892,576694.0,1826198.0
537,3,2023-01-23 08:00:00,Chen Wei,20,Singapore,London,Drone,21,58851,4121,24,Debit Card,Returned,5,1235871,296609.0,939262.0
538,13,2023-01-23 09:00:00,Emily Johnson,40,Canada,Hyderabad,Fitness Band,6,56311,4991,0,Credit Card,Delivered,10,337866,0.0,337866.0
539,13,2023-01-23 10:00:00,Emily Johnson,43,UK,New York,Smartphone,1,66867,16416,1,Credit Card,Delivered,6,66867,669.0,66198.0
540,18,2023-01-23 11:00:00,Yuki Nakamura,54,USA,Berlin,Bluetooth Speaker,4,58196,15748,18,Cash on Delivery,Delivered,14,232784,41901.0,190883.0
541,20,2023-01-23 12:00:00,Fatima Khan,41,France,Bangalore,Power Bank,11,74705,3011,13,Credit Card,Returned,13,821755,106828.0,714927.0
542,8,2023-01-23 13:00:00,Rahul Sharma,36,India,Dubai,Tablet,44,58894,24726,19,Credit Card,Pending,9,2591336,492354.0,2098982.0
543,9,2023-01-23 14:00:00,Emma Brown,42,China,Berlin,Laptop,26,15591,25525,9,Debit Card,Delivered,7,405366,36483.0,368883.0
544,7,2023-01-23 15:00:00,Sophia Davis,38,Australia,Bangalore,Router,37,49893,10046,8,Credit Card,Returned,12,1846041,147683.0,1698358.0
545,1,2023-01-23 16:00:00,Aditi Verma,29,Germany,Tokyo,Tablet,23,1727,16112,9,Net Banking,Returned,5,39721,3575.0,36146.0
546,3,2023-01-23 17:00:00,Yuki Nakamura,58,Canada,Tokyo,DSLR Camera,29,22359,8348,28,Debit Card,Shipped,2,648411,181555.0,466856.0
547,13,2023-01-23 18:00:00,Rahul Sharma,50,China,Paris,Earbuds,21,44822,14774,5,UPI,Returned,4,941262,47063.0,894199.0
548,17,2023-01-23 19:00:00,Aditi Verma,21,Australia,Berlin,Drone,48,11929,22288,16,Debit Card,Delivered,2,572592,91615.0,480977.0
549,1,2023-01-23 20:00:00,Rahul Sharma,59,Australia,Mumbai,Fitness Band,45,61091,22277,27,Credit Card,Delivered,3,2749095,742256.0,2006839.0
550,6,2023-01-23 21:00:00,Rahul Sharma,24,France,Dubai,Gaming Console,45,24519,18177,24,Net Banking,Returned,10,1103355,264805.0,838550.0
551,6,2023-01-23 22:00:00,Liam Walker,39,France,Delhi,Keyboard,49,18393,2965,5,Debit Card,Delivered,12,901257,45063.0,856194.0
552,12,2023-01-23 23:00:00,Aarav Patel,50,France,Tokyo,Earbuds,27,35318,16804,3,Net Banking,Returned,3,953586,28608.0,924978.0
553,13,2023-01-24 00:00:00,Diya Iyer,34,Italy,Mumbai,Earbuds,39,75531,16169,29,UPI,Delivered,4,2945709,854256.0,2091453.0
554,13,2023-01-24 01:00:00,Rahul Sharma,41,Japan,Berlin,Keyboard,40,48934,11794,19,UPI,Shipped,6,1957360,371898.0,1585462.0
555,15,2023-01-24 02:00:00,Aarav Patel,51,Japan,Tokyo,Tablet,13,29840,26925,2,Cash on Delivery,Pending,12,387920,7758.0,380162.0
556,16,2023-01-24 03:00:00,Fatima Khan,45,Australia,Tokyo,Keyboard,23,14265,3675,22,Cash on Delivery,Shipped,3,328095,72181.0,255914.0
557,11,2023-01-24 04:00:00,Emma Brown,58,France,Delhi,Drone,16,6424,8349,18,Debit Card,Shipped,10,102784,18501.0,84283.0
558,5,2023-01-24 05:00:00,Emily Johnson,56,Singapore,Hyderabad,Fitness Band,30,21625,12973,17,Cash on Delivery,Pending,14,648750,110288.0,538462.0
559,4,2023-01-24 06:00:00,James Smith,39,Germany,Kolkata,DSLR Camera,4,30187,28275,25,Net Banking,Delivered,1,120748,30187.0,90561.0
560,3,2023-01-24 07:00:00,Aditi Verma,34,China,Berlin,Keyboard,40,36929,9925,23,Cash on Delivery,Pending,1,1477160,339747.0,1137413.0
561,19,2023-01-24 08:00:00,Emily Johnson,51,China,Paris,Gaming Console,16,62892,26513,3,Net Banking,Returned,9,1006272,30188.0,976084.0
562,20,2023-01-24 09:00:00,James Smith,23,Japan,London,Gaming Console,31,21539,28428,7,Cash on Delivery,Pending,9,667709,46740.0,620969.0
563,18,2023-01-24 10:00:00,Emma Brown,23,Australia,Tokyo,Earbuds,42,57630,12722,16,Cash on Delivery,Shipped,5,2420460,387274.0,2033186.0
564,15,2023-01-24 11:00:00,Diya Iyer,51,Canada,Berlin,Bluetooth Speaker,25,10215,8944,4,Cash on Delivery,Pending,9,255375,10215.0,245160.0
565,9,2023-01-24 12:00:00,Emma Brown,18,UK,Tokyo,Power Bank,44,40385,8710,12,Credit Card,Delivered,11,1776940,213233.0,1563707.0
566,17,2023-01-24 13:00:00,Aditi Verma,27,UK,New York,DSLR Camera,12,78462,3259,24,Credit Card,Shipped,7,941544,225971.0,715573.0
567,14,2023-01-24 14:00:00,Chen Wei,38,Japan,London,Bluetooth Speaker,26,26008,16591,0,Cash on Delivery,Returned,9,676208,0.0,676208.0
568,15,2023-01-24 15:00:00,Aditi Verma,22,Canada,Delhi,Smart TV,37,49928,22139,26,Net Banking,Delivered,12,1847336,480307.0,1367029.0
569,1,2023-01-24 16:00:00,Emma Brown,19,Italy,Bangalore,Smart TV,48,25976,25298,12,Debit Card,Shipped,7,1246848,149622.0,1097226.0
570,3,2023-01-24 17:00:00,James Smith,39,Italy,Dubai,Smartphone,33,28626,502,3,UPI,Returned,9,944658,28340.0,916318.0
571,16,2023-01-24 18:00:00,Yuki Nakamura,19,Japan,Tokyo,Earbuds,28,60789,25014,21,Credit Card,Delivered,2,1702092,357439.0,1344653.0
572,11,2023-01-24 19:00:00,Rahul Sharma,27,UK,Kolkata,Gaming Console,9,5700,18143,25,Cash on Delivery,Returned,11,51300,12825.0,38475.0
573,12,2023-01-24 20:00:00,Sophia Davis,51,Canada,Dubai,Tablet,12,64645,8690,23,UPI,Pending,11,775740,178420.0,597320.0
574,10,2023-01-24 21:00:00,Haruto Tanaka,33,France,London,Gaming Console,5,74396,21207,13,Credit Card,Pending,8,371980,48357.0,323623.0
575,16,2023-01-24 22:00:00,Aarav Patel,56,Australia,Dubai,Wireless Mouse,28,8526,15748,2,Debit Card,Returned,7,238728,4775.0,233953.0
576,8,2023-01-24 23:00:00,Suresh Kumar,39,China,Hyderabad,Wireless Mouse,35,40500,6273,4,Net Banking,Pending,6,1417500,56700.0,1360800.0
577,6,2023-01-25 00:00:00,Haruto Tanaka,29,Singapore,Tokyo,Gaming Console,5,69049,13286,6,Cash on Delivery,Returned,5,345245,20715.0,324530.0
578,12,2023-01-25 01:00:00,Emily Johnson,41,USA,Dubai,Fitness Band,34,74366,19452,0,Debit Card,Delivered,4,2528444,0.0,2528444.0
579,8,2023-01-25 02:00:00,Liam Walker,57,Australia,Bangalore,Drone,46,60117,15537,22,Credit Card,Shipped,7,2765382,608384.0,2156998.0
580,4,2023-01-25 03:00:00,Emily Johnson,55,France,Bangalore,Wireless Mouse,34,57096,2385,28,Cash on Delivery,Returned,3,1941264,543554.0,1397710.0
581,8,2023-01-25 04:00:00,Liam Walker,27,UAE,Tokyo,Laptop,13,8910,7560,11,UPI,Shipped,8,115830,12741.0,103089.0
582,18,2023-01-25 05:00:00,James Smith,52,UK,Chennai,Gaming Console,39,72185,16831,10,Net Banking,Shipped,2,2815215,281522.0,2533693.0
583,5,2023-01-25 06:00:00,Chen Wei,49,France,Bangalore,Router,42,51248,8344,23,Credit Card,Returned,1,2152416,495056.0,1657360.0
584,9,2023-01-25 07:00:00,Liam Walker,24,UAE,Dubai,Smartphone,45,75656,22995,7,Net Banking,Pending,11,3404520,238316.0,3166204.0
585,4,2023-01-25 08:00:00,Aditi Verma,38,Japan,Paris,Bluetooth Speaker,48,2951,13950,24,Cash on Delivery,Delivered,2,141648,33996.0,107652.0
586,17,2023-01-25 09:00:00,Yuki Nakamura,37,Canada,Mumbai,Smart TV,14,66212,9991,5,Debit Card,Shipped,9,926968,46348.0,880620.0
587,9,2023-01-25 10:00:00,Sophia Davis,43,China,Bangalore,Gaming Console,11,76701,19222,27,Net Banking,Delivered,5,843711,227802.0,615909.0
588,1,2023-01-25 11:00:00,Sophia Davis,21,Germany,Berlin,Gaming Console,42,76282,9768,21,UPI,Shipped,11,3203844,672807.0,2531037.0
589,20,2023-01-25 12:00:00,Aditi Verma,39,Japan,London,Wireless Mouse,38,42954,20642,1,Credit Card,Returned,8,1632252,16323.0,1615929.0
590,13,2023-01-25 13:00:00,Yuki Nakamura,32,Australia,Chennai,Drone,4,9804,28257,18,UPI,Pending,3,39216,7059.0,32157.0
591,16,2023-01-25 14:00:00,Diya Iyer,57,Japan,Berlin,Keyboard,33,1595,21694,19,Net Banking,Delivered,7,52635,10001.0,42634.0
592,13,2023-01-25 15:00:00,Fatima Khan,38,Australia,Dubai,Laptop,7,30592,9639,19,Debit Card,Shipped,2,214144,40687.0,173457.0
593,14,2023-01-25 16:00:00,Diya Iyer,32,Germany,Delhi,DSLR Camera,41,41643,7291,23,Debit Card,Returned,8,1707363,392693.0,1314670.0
594,3,2023-01-25 17:00:00,Chen Wei,39,India,New York,Tablet,8,63665,7671,13,UPI,Returned,14,509320,66212.0,443108.0
595,6,2023-01-25 18:00:00,Haruto Tanaka,45,UAE,Delhi,Router,37,21823,28814,0,Cash on Delivery,Shipped,7,807451,0.0,807451.0
596,18,2023-01-25 19:00:00,Chen Wei,31,China,Hyderabad,DSLR Camera,10,6972,19615,9,Cash on Delivery,Shipped,12,69720,6275.0,63445.0
597,19,2023-01-25 20:00:00,James Smith,44,Singapore,Berlin,Tablet,43,16882,29083,15,Debit Card,Shipped,5,725926,108889.0,617037.0
598,5,2023-01-25 21:00:00,Haruto Tanaka,58,Singapore,New York,Power Bank,15,67394,17753,29,UPI,Pending,12,1010910,293164.0,717746.0
599,15,2023-01-25 22:00:00,Fatima Khan,57,UAE,Hyderabad,Gaming Console,38,72055,22050,3,UPI,Shipped,11,2738090,82143.0,2655947.0
600,2,2023-01-25 23:00:00,Fatima Khan,45,USA,New York,Laptop,15,24769,593,26,UPI,Shipped,4,371535,96599.0,274936.0
601,10,2023-01-26 00:00:00,Emily Johnson,43,France,New York,Smartwatch,5,26020,3487,27,Net Banking,Pending,1,130100,35127.0,94973.0
602,18,2023-01-26 01:00:00,Emma Brown,19,India,Mumbai,Wireless Mouse,29,43748,13347,28,Cash on Delivery,Returned,5,1268692,355234.0,913458.0
603,13,2023-01-26 02:00:00,Emily Johnson,42,UAE,Kolkata,Earbuds,19,45912,10467,10,Cash on Delivery,Shipped,12,872328,87233.0,785095.0
604,5,2023-01-26 03:00:00,Emma Brown,20,Singapore,London,Wireless Mouse,10,13879,16718,15,Net Banking,Delivered,9,138790,20818.0,117972.0
605,1,2023-01-26 04:00:00,Chen Wei,25,Japan,Delhi,Smart TV,12,34798,10952,26,Credit Card,Returned,10,417576,108570.0,309006.0
606,1,2023-01-26 05:00:00,Suresh Kumar,50,France,Bangalore,Bluetooth Speaker,4,47073,9127,19,Net Banking,Delivered,4,188292,35775.0,152517.0
607,18,2023-01-26 06:00:00,Chen Wei,59,India,Dubai,Drone,31,76791,5447,0,UPI,Shipped,13,2380521,0.0,2380521.0
608,15,2023-01-26 07:00:00,Liam Walker,52,Canada,Chennai,Smart TV,18,67983,7151,15,Net Banking,Pending,9,1223694,183554.0,1040140.0
609,17,2023-01-26 08:00:00,Yuki Nakamura,23,Canada,London,Router,16,44005,23863,18,UPI,Pending,12,704080,126734.0,577346.0
610,11,2023-01-26 09:00:00,Emma Brown,56,France,Hyderabad,Bluetooth Speaker,40,3850,23678,20,Debit Card,Pending,2,154000,30800.0,123200.0
611,17,2023-01-26 10:00:00,Diya Iyer,40,UAE,Mumbai,Power Bank,36,29400,29376,21,UPI,Shipped,4,1058400,222264.0,836136.0
612,13,2023-01-26 11:00:00,Haruto Tanaka,42,Australia,Hyderabad,DSLR Camera,25,12953,23408,8,Cash on Delivery,Shipped,9,323825,25906.0,297919.0
613,1,2023-01-26 12:00:00,Aditi Verma,36,Australia,Kolkata,Drone,23,24535,3644,8,Net Banking,Delivered,4,564305,45144.0,519161.0
614,2,2023-01-26 13:00:00,Emily Johnson,22,Japan,Chennai,Drone,12,76536,20471,8,UPI,Pending,5,918432,73475.0,844957.0
615,9,2023-01-26 14:00:00,Yuki Nakamura,28,India,Mumbai,Smartphone,34,76039,16960,26,Credit Card,Shipped,11,2585326,672185.0,1913141.0
616,3,2023-01-26 15:00:00,James Smith,29,India,Hyderabad,Gaming Console,36,5055,25891,16,Debit Card,Returned,8,181980,29117.0,152863.0
617,1,2023-01-26 16:00:00,Yuki Nakamura,27,France,Kolkata,Smartwatch,37,39170,9459,11,Credit Card,Shipped,1,1449290,159422.0,1289868.0
618,16,2023-01-26 17:00:00,Aarav Patel,25,UK,Dubai,Bluetooth Speaker,3,29251,23437,24,Credit Card,Shipped,1,87753,21061.0,66692.0
619,6,2023-01-26 18:00:00,Liam Walker,41,Canada,Dubai,Earbuds,9,5532,28761,12,Credit Card,Returned,9,49788,5975.0,43813.0
620,17,2023-01-26 19:00:00,Aarav Patel,45,India,Hyderabad,Bluetooth Speaker,18,5924,8797,7,Debit Card,Pending,9,106632,7464.0,99168.0
621,5,2023-01-26 20:00:00,Suresh Kumar,58,France,London,Keyboard,43,49037,28992,15,Debit Card,Returned,4,2108591,316289.0,1792302.0
622,5,2023-01-26 21:00:00,Emma Brown,53,Germany,Chennai,Smartphone,35,79082,7194,17,Debit Card,Pending,13,2767870,470538.0,2297332.0
623,6,2023-01-26 22:00:00,Suresh Kumar,54,USA,Tokyo,Keyboard,34,72621,16335,28,Debit Card,Returned,2,2469114,691352.0,1777762.0
624,3,2023-01-26 23:00:00,James Smith,38,Germany,London,Smart TV,41,78926,19757,26,Credit Card,Delivered,13,3235966,841351.0,2394615.0
625,5,2023-01-27 00:00:00,Diya Iyer,25,China,Dubai,Laptop,14,79816,3846,0,Cash on Delivery,Pending,9,1117424,0.0,1117424.0
626,5,2023-01-27 01:00:00,Fatima Khan,26,UAE,Chennai,Smart TV,4,71400,23908,0,Cash on Delivery,Shipped,14,285600,0.0,285600.0
627,10,2023-01-27 02:00:00,Aarav Patel,32,Japan,Kolkata,Power Bank,29,11702,20032,11,Debit Card,Delivered,4,339358,37329.0,302029.0
628,10,2023-01-27 03:00:00,Sophia Davis,57,India,Mumbai,Laptop,41,16385,11840,5,Net Banking,Pending,6,671785,33589.0,638196.0
629,19,2023-01-27 04:00:00,Aarav Patel,35,China,Paris,Smart TV,45,10336,26541,8,UPI,Pending,12,465120,37210.0,427910.0
630,17,2023-01-27 05:00:00,James Smith,59,Singapore,Berlin,Earbuds,15,66421,27663,22,Net Banking,Pending,1,996315,219189.0,777126.0
631,14,2023-01-27 06:00:00,Arjun Reddy,37,China,New York,Wireless Mouse,28,32225,744,4,Net Banking,Returned,12,902300,36092.0,866208.0
632,9,2023-01-27 07:00:00,James Smith,23,France,Hyderabad,Smart TV,42,37021,3125,26,Net Banking,Pending,9,1554882,404269.0,1150613.0
633,14,2023-01-27 08:00:00,Suresh Kumar,29,India,Paris,Drone,16,4782,4349,15,Cash on Delivery,Shipped,5,76512,11477.0,65035.0
634,1,2023-01-27 09:00:00,Yuki Nakamura,19,USA,Delhi,Earbuds,12,50111,10097,17,UPI,Pending,3,601332,102226.0,499106.0
635,19,2023-01-27 10:00:00,Aditi Verma,24,UAE,Chennai,Earbuds,5,43719,26057,16,Net Banking,Shipped,4,218595,34975.0,183620.0
636,13,2023-01-27 11:00:00,Emily Johnson,33,France,Berlin,Drone,34,50037,8237,17,Debit Card,Shipped,1,1701258,289214.0,1412044.0
637,13,2023-01-27 12:00:00,Aditi Verma,20,France,Bangalore,Wireless Mouse,42,4513,14524,0,Cash on Delivery,Shipped,14,189546,0.0,189546.0
638,4,2023-01-27 13:00:00,Suresh Kumar,20,Japan,Kolkata,Fitness Band,1,14335,12500,18,Debit Card,Delivered,9,14335,2580.0,11755.0
639,1,2023-01-27 14:00:00,Emily Johnson,44,Japan,Tokyo,Laptop,39,45140,8833,21,Debit Card,Shipped,14,1760460,369697.0,1390763.0
640,17,2023-01-27 15:00:00,Arjun Reddy,57,Canada,New York,DSLR Camera,32,78658,17776,28,Net Banking,Returned,8,2517056,704776.0,1812280.0
641,8,2023-01-27 16:00:00,Sophia Davis,55,Canada,Bangalore,Tablet,26,35840,22371,7,Debit Card,Pending,4,931840,65229.0,866611.0
642,2,2023-01-27 17:00:00,Liam Walker,50,Australia,Tokyo,Gaming Console,17,32007,24135,2,UPI,Returned,2,544119,10882.0,533237.0
643,8,2023-01-27 18:00:00,Haruto Tanaka,45,UK,Delhi,Bluetooth Speaker,48,57947,7810,25,Debit Card,Delivered,14,2781456,695364.0,2086092.0
644,7,2023-01-27 19:00:00,Suresh Kumar,18,India,Dubai,Tablet,27,27393,2899,24,Net Banking,Pending,9,739611,177507.0,562104.0
645,2,2023-01-27 20:00:00,Yuki Nakamura,25,India,London,Smartphone,24,58480,5140,25,Debit Card,Shipped,4,1403520,350880.0,1052640.0
646,3,2023-01-27 21:00:00,Emma Brown,54,Italy,Hyderabad,DSLR Camera,35,10107,19844,4,Cash on Delivery,Pending,9,353745,14150.0,339595.0
647,18,2023-01-27 22:00:00,Suresh Kumar,49,China,Mumbai,Tablet,46,6993,10891,22,Cash on Delivery,Delivered,10,321678,70769.0,250909.0
648,12,2023-01-27 23:00:00,Suresh Kumar,54,India,Tokyo,Laptop,42,53066,24209,7,Cash on Delivery,Delivered,3,2228772,156014.0,2072758.0
649,1,2023-01-28 00:00:00,Aarav Patel,21,India,New York,Smartphone,39,43942,18353,18,Credit Card,Returned,7,1713738,308473.0,1405265.0
650,12,2023-01-28 01:00:00,Aarav Patel,47,UK,Paris,Smartwatch,26,17138,11392,17,Cash on Delivery,Pending,7,445588,75750.0,369838.0
651,5,2023-01-28 02:00:00,Emily Johnson,23,Singapore,Chennai,Drone,49,45527,11697,17,Cash on Delivery,Pending,10,2230823,379240.0,1851583.0
652,17,2023-01-28 03:00:00,Chen Wei,36,Canada,Dubai,DSLR Camera,38,10190,13550,20,Credit Card,Pending,13,387220,77444.0,309776.0
653,16,2023-01-28 04:00:00,Chen Wei,49,Canada,Chennai,Drone,23,79422,3874,0,Cash on Delivery,Returned,4,1826706,0.0,1826706.0
654,15,2023-01-28 05:00:00,Rahul Sharma,26,USA,New York,Tablet,22,56698,13411,14,Net Banking,Delivered,2,1247356,174630.0,1072726.0
655,15,2023-01-28 06:00:00,James Smith,29,India,Chennai,Fitness Band,4,30086,9347,17,Cash on Delivery,Shipped,11,120344,20458.0,99886.0
656,5,2023-01-28 07:00:00,Yuki Nakamura,28,UK,Tokyo,Smartphone,49,18322,15285,28,Cash on Delivery,Pending,9,897778,251378.0,646400.0
657,14,2023-01-28 08:00:00,Rahul Sharma,33,UAE,Paris,Smartwatch,9,4435,11460,24,Credit Card,Returned,4,39915,9580.0,30335.0
658,2,2023-01-28 09:00:00,Diya Iyer,18,Canada,Kolkata,Smart TV,4,54331,14035,6,Net Banking,Returned,8,217324,13039.0,204285.0
659,11,2023-01-28 10:00:00,Arjun Reddy,38,UK,Chennai,Drone,7,29942,8734,15,Debit Card,Shipped,14,209594,31439.0,178155.0
660,19,2023-01-28 11:00:00,Chen Wei,47,Germany,London,Smartphone,23,60635,11003,15,UPI,Delivered,2,1394605,209191.0,1185414.0
661,7,2023-01-28 12:00:00,Emma Brown,30,Singapore,Paris,Keyboard,2,30059,24807,14,Net Banking,Pending,8,60118,8417.0,51701.0
662,6,2023-01-28 13:00:00,Aarav Patel,51,India,Delhi,Fitness Band,49,58557,5622,5,Debit Card,Pending,11,2869293,143465.0,2725828.0
663,2,2023-01-28 14:00:00,Sophia Davis,21,USA,Mumbai,Wireless Mouse,24,53389,10352,8,Net Banking,Returned,10,1281336,102507.0,1178829.0
664,6,2023-01-28 15:00:00,Fatima Khan,45,China,Tokyo,Laptop,40,54014,5887,6,Debit Card,Delivered,5,2160560,129634.0,2030926.0
665,18,2023-01-28 16:00:00,Arjun Reddy,55,Canada,Berlin,Smart TV,31,33826,29767,13,Debit Card,Pending,7,1048606,136319.0,912287.0
666,2,2023-01-28 17:00:00,Fatima Khan,48,Germany,Bangalore,Laptop,47,31297,8131,10,Net Banking,Shipped,7,1470959,147096.0,1323863.0
667,18,2023-01-28 18:00:00,Yuki Nakamura,44,UAE,Paris,Drone,31,44890,7726,20,Credit Card,Delivered,12,1391590,278318.0,1113272.0
668,15,2023-01-28 19:00:00,Yuki Nakamura,22,UK,Berlin,Tablet,47,22322,5608,15,Net Banking,Delivered,9,1049134,157370.0,891764.0
669,19,2023-01-28 20:00:00,Diya Iyer,42,Japan,Berlin,Gaming Console,40,36739,19108,24,Net Banking,Returned,3,1469560,352694.0,1116866.0
670,2,2023-01-28 21:00:00,Fatima Khan,20,France,Berlin,Tablet,48,10719,2610,5,Debit Card,Returned,10,514512,25726.0,488786.0
671,20,2023-01-28 22:00:00,Yuki Nakamura,50,India,New York,Smart TV,43,9314,1457,21,UPI,Pending,4,400502,84105.0,316397.0
672,6,2023-01-28 23:00:00,Sophia Davis,21,India,Dubai,Earbuds,34,76164,7646,26,Debit Card,Returned,10,2589576,673290.0,1916286.0
673,1,2023-01-29 00:00:00,Aditi Verma,42,Germany,Paris,Tablet,24,78028,1060,15,Cash on Delivery,Delivered,4,1872672,280901.0,1591771.0
674,15,2023-01-29 01:00:00,Rahul Sharma,37,UK,Tokyo,Smart TV,49,37113,26406,19,Net Banking,Pending,13,1818537,345522.0,1473015.0
675,10,2023-01-29 02:00:00,Suresh Kumar,51,Australia,Kolkata,Smartphone,26,16357,24297,28,Net Banking,Pending,10,425282,119079.0,306203.0
676,19,2023-01-29 03:00:00,Liam Walker,43,India,Berlin,Power Bank,16,21365,1812,15,Credit Card,Delivered,5,341840,51276.0,290564.0
677,17,2023-01-29 04:00:00,Fatima Khan,22,Australia,Dubai,Tablet,47,40029,18705,11,Debit Card,Pending,14,1881363,206950.0,1674413.0
678,5,2023-01-29 05:00:00,Emma Brown,52,UAE,London,Smartphone,13,2737,28078,16,Credit Card,Shipped,6,35581,5693.0,29888.0
679,4,2023-01-29 06:00:00,Arjun Reddy,45,Japan,New York,Laptop,15,75632,12095,4,Net Banking,Shipped,3,1134480,45379.0,1089101.0
680,10,2023-01-29 07:00:00,Aditi Verma,46,Germany,Dubai,Keyboard,27,79218,22530,26,Debit Card,Pending,13,2138886,556110.0,1582776.0
681,17,2023-01-29 08:00:00,Fatima Khan,26,UK,Chennai,DSLR Camera,4,28499,21829,24,Debit Card,Returned,4,113996,27359.0,86637.0
682,10,2023-01-29 09:00:00,Aditi Verma,55,UK,Tokyo,Gaming Console,16,47157,5874,12,Cash on Delivery,Shipped,3,754512,90541.0,663971.0
683,17,2023-01-29 10:00:00,Chen Wei,23,Italy,Delhi,Laptop,30,57247,3151,7,Cash on Delivery,Pending,2,1717410,120219.0,1597191.0
684,20,2023-01-29 11:00:00,Aditi Verma,36,UAE,New York,Laptop,44,42034,10506,23,UPI,Shipped,10,1849496,425384.0,1424112.0
685,5,2023-01-29 12:00:00,Fatima Khan,28,UAE,Hyderabad,Smart TV,30,1294,10433,4,Cash on Delivery,Returned,12,38820,1553.0,37267.0
686,2,2023-01-29 13:00:00,Emily Johnson,19,Singapore,London,Drone,36,25596,21585,11,Debit Card,Delivered,9,921456,101360.0,820096.0
687,6,2023-01-29 14:00:00,James Smith,26,France,Berlin,Drone,3,12434,28884,8,Cash on Delivery,Pending,1,37302,2984.0,34318.0
688,2,2023-01-29 15:00:00,Emma Brown,38,Canada,Mumbai,Earbuds,22,59382,16672,2,UPI,Pending,2,1306404,26128.0,1280276.0
689,13,2023-01-29 16:00:00,Suresh Kumar,41,Canada,New York,Bluetooth Speaker,49,39098,3377,2,Net Banking,Pending,8,1915802,38316.0,1877486.0
690,11,2023-01-29 17:00:00,Suresh Kumar,51,Italy,Kolkata,Power Bank,22,5655,22466,0,Cash on Delivery,Pending,7,124410,0.0,124410.0
691,11,2023-01-29 18:00:00,Emma Brown,39,China,Tokyo,Earbuds,49,47228,28346,24,Debit Card,Pending,12,2314172,555401.0,1758771.0
692,16,2023-01-29 19:00:00,Emily Johnson,20,USA,Chennai,Smart TV,12,4771,22274,21,Net Banking,Pending,1,57252,12023.0,45229.0
693,11,2023-01-29 20:00:00,Aarav Patel,29,Germany,Mumbai,Wireless Mouse,21,75099,4583,17,Debit Card,Returned,5,1577079,268103.0,1308976.0
694,19,2023-01-29 21:00:00,Yuki Nakamura,45,Japan,Mumbai,Gaming Console,4,57799,1245,23,Net Banking,Delivered,10,231196,53175.0,178021.0
695,15,2023-01-29 22:00:00,Suresh Kumar,47,UK,London,Router,31,63257,9249,11,Debit Card,Returned,6,1960967,215706.0,1745261.0
696,16,2023-01-29 23:00:00,Aarav Patel,43,France,Dubai,Power Bank,44,18558,28377,8,Cash on Delivery,Returned,5,816552,65324.0,751228.0
697,11,2023-01-30 00:00:00,Aditi Verma,38,Australia,Kolkata,Power Bank,31,59436,17825,8,Cash on Delivery,Delivered,4,1842516,147401.0,1695115.0
698,16,2023-01-30 01:00:00,Sophia Davis,45,Germany,Dubai,Fitness Band,23,33376,20907,17,UPI,Returned,14,767648,130500.0,637148.0
699,8,2023-01-30 02:00:00,Arjun Reddy,43,China,Chennai,Smart TV,20,78924,19180,17,Net Banking,Shipped,13,1578480,268342.0,1310138.0
700,4,2023-01-30 03:00:00,Chen Wei,50,Germany,Mumbai,Smartwatch,15,30332,17823,28,UPI,Returned,1,454980,127394.0,327586.0
701,8,2023-01-30 04:00:00,Rahul Sharma,38,China,Kolkata,Laptop,23,47737,18494,6,Credit Card,Pending,7,1097951,65877.0,1032074.0
702,4,2023-01-30 05:00:00,Suresh Kumar,52,UK,Kolkata,Keyboard,28,74970,23184,26,Cash on Delivery,Shipped,9,2099160,545782.0,1553378.0
703,3,2023-01-30 06:00:00,Emma Brown,51,USA,Bangalore,DSLR Camera,16,52952,2225,3,Net Banking,Shipped,6,847232,25417.0,821815.0
704,3,2023-01-30 07:00:00,Sophia Davis,58,China,Tokyo,Smartwatch,37,21991,26060,12,UPI,Delivered,3,813667,97640.0,716027.0
